12,10
24,21
38,30
60,55
62,50
71,60
84,78
101,84
117,92
126,110
147,116
149,132
159,140
167,132
171,147
177,140
180,171
185,156
197,156
203,180
206,174
207,164
218,198
257,204
258,230
264,253
267,212
269,210
275,252
290,246
291,260
305,276
312,250
327,260
333,308
347,276
353,300
374,318
383,348
407,324
417,332
420,406
423,330
425,396
434,390
446,414
447,356
458,390
461,420
477,380
497,396
503,468
521,444
527,420
539,492
566,510
567,452
587,460
597,476
605,516
609,572
626,534
657,524
665,605
674,630
677,540
678,638
681,644
684,666
689,588
695,636
701,660
737,580
777,620
786,660
794,678
819,740
837,660
851,780
855,812
867,692
869,828
897,716
917,732
918,830
929,780
941,804
947,756
951,860
954,902
957,764
959,900
971,924
987,780
