2,2
3,3
5,5
6,6
9,9
11,11
14,14
18,18
23,23
26,26
29,29
30,30
33,33
35,35
39,39
41,41
50,50
51,51
53,53
65,65
69,69
74,74
81,81
83,83
86,86
89,89
90,90
95,95
98,98
99,99
105,105
113,113
119,119
131,131
134,134
135,135
146,146
155,155
158,158
173,173
174,174
179,179
183,183
186,186
189,189
191,191
194,194
209,209
210,210
221,221
230,230
231,231
233,233
239,239
243,243
245,245
251,251
254,254
261,261
270,270
273,273
278,278
281,281
293,293
299,299
303,303
306,306
309,309
323,323
326,326
329,329
330,330
338,338
350,350
354,354
359,359
371,371
375,375
378,378
386,386
393,393
398,398
410,410
411,411
413,413
414,414
419,419
426,426
429,429
431,431
438,438
441,441
443,443
453,453
470,470
473,473
483,483
491,491
495,495
509,509
515,515
519,519
530,530
531,531
543,543
545,545
554,554
558,558
561,561
575,575
585,585
593,593
606,606
611,611
614,614
615,615
618,618
629,629
638,638
639,639
641,641
645,645
650,650
651,651
653,653
659,659
683,683
686,686
690,690
713,713
719,719
723,723
725,725
726,726
741,741
743,743
746,746
749,749
755,755
761,761
765,765
771,771
774,774
779,779
783,783
785,785
791,791
803,803
809,809
810,810
818,818
831,831
833,833
834,834
846,846
866,866
870,870
873,873
879,879
891,891
893,893
911,911
923,923
930,930
933,933
935,935
938,938
939,939
950,950
953,953
965,965
974,974
975,975
986,986
989,989
993,993
998,998
2,2
3,3
5,5
6,6
9,9
11,11
14,14
18,18
23,23
26,26
29,29
30,30
33,33
35,35
39,39
41,41
50,50
51,51
53,53
65,65
69,69
74,74
81,81
83,83
86,86
89,89
90,90
95,95
98,98
99,99
105,105
113,113
119,119
131,131
134,134
135,135
146,146
155,155
158,158
173,173
174,174
179,179
183,183
186,186
189,189
191,191
194,194
209,209
210,210
221,221
230,230
231,231
233,233
239,239
243,243
245,245
251,251
254,254
261,261
270,270
273,273
278,278
281,281
293,293
299,299
303,303
306,306
309,309
323,323
326,326
329,329
330,330
338,338
350,350
354,354
359,359
371,371
375,375
378,378
386,386
393,393
398,398
410,410
411,411
413,413
414,414
419,419
426,426
429,429
431,431
438,438
441,441
443,443
453,453
470,470
473,473
483,483
491,491
495,495
509,509
515,515
519,519
530,530
531,531
543,543
545,545
554,554
558,558
561,561
575,575
585,585
593,593
606,606
611,611
614,614
615,615
618,618
629,629
638,638
639,639
641,641
645,645
650,650
651,651
653,653
659,659
683,683
686,686
690,690
713,713
719,719
723,723
725,725
726,726
741,741
743,743
746,746
749,749
755,755
761,761
765,765
771,771
774,774
779,779
783,783
785,785
791,791
803,803
809,809
810,810
818,818
831,831
833,833
834,834
846,846
866,866
870,870
873,873
879,879
891,891
893,893
911,911
923,923
930,930
933,933
935,935
938,938
939,939
950,950
953,953
965,965
974,974
975,975
986,986
989,989
993,993
998,998
