2,2
6,6
14,14
18,18
26,26
30,30
50,50
74,74
86,86
90,90
98,98
134,134
146,146
158,158
174,174
186,186
194,194
210,210
230,230
254,254
270,270
278,278
306,306
326,326
330,330
338,338
350,350
354,354
378,378
386,386
398,398
410,410
414,414
426,426
438,438
470,470
530,530
554,554
558,558
606,606
614,614
618,618
638,638
650,650
686,686
690,690
726,726
746,746
774,774
810,810
818,818
834,834
846,846
866,866
870,870
930,930
938,938
950,950
974,974
986,986
998,998
