71,60
101,84
117,92
147,116
149,132
159,140
167,132
171,147
177,140
185,156
197,156
203,180
207,164
257,204
267,212
269,210
275,252
291,260
305,276
327,260
333,308
347,276
353,300
383,348
407,324
417,332
423,330
425,396
447,356
461,420
477,380
497,396
503,468
521,444
527,420
539,492
567,452
587,460
597,476
605,516
609,572
657,524
665,605
677,540
681,644
689,588
695,636
701,660
737,580
777,620
819,740
837,660
851,780
855,812
867,692
869,828
897,716
917,732
929,780
941,804
947,756
951,860
957,764
959,900
971,924
987,780
