2,2
4,3
6,6
8,4
10,6
12,10
14,14
16,5
18,18
20,10
22,12
24,21
26,26
28,9
30,30
32,6
34,22
36,9
38,30
40,27
42,8
44,11
46,10
48,24
50,50
52,12
54,18
56,14
58,12
60,55
62,50
64,7
66,18
68,34
70,46
72,14
74,74
76,24
78,26
80,33
82,20
84,78
86,86
88,29
90,90
92,18
94,18
96,48
98,98
100,33
102,10
104,45
106,70
108,15
110,24
112,60
114,38
116,29
118,78
120,12
122,84
124,41
126,110
128,8
130,84
132,26
134,134
136,12
138,46
140,35
142,36
144,68
146,146
148,45
150,42
152,30
154,102
156,78
158,158
160,53
162,30
164,69
166,36
168,21
170,10
172,44
174,174
176,44
178,24
180,171
182,36
184,60
186,186
188,42
190,14
192,60
194,194
196,65
198,22
200,100
202,108
204,102
206,174
208,69
210,210
212,40
214,60
216,36
218,198
220,42
222,44
224,112
226,30
228,38
230,230
232,20
234,66
236,35
238,156
240,18
242,48
244,81
246,56
248,105
250,166
252,50
254,254
256,9
258,230
260,130
262,60
264,253
266,30
268,89
270,270
272,18
274,60
276,39
278,278
280,40
282,14
284,142
286,190
288,72
290,246
292,12
294,90
296,74
298,198
300,25
302,220
304,84
306,306
308,77
310,198
312,250
314,72
316,105
318,84
320,32
322,28
324,145
326,326
328,18
330,330
332,36
334,74
336,24
338,338
340,113
342,34
344,78
346,30
348,40
350,350
352,92
354,354
356,55
358,238
360,51
362,70
364,243
366,122
368,165
370,36
372,74
374,318
376,25
378,378
380,190
382,24
384,192
386,386
388,36
390,70
392,26
394,262
396,30
398,398
400,66
402,132
404,202
406,270
408,63
410,410
412,20
414,414
416,168
418,90
420,406
422,78
424,47
426,426
428,214
430,60
432,86
434,390
436,48
438,438
440,55
442,116
444,21
446,414
448,132
450,104
452,90
454,300
456,205
458,390
460,51
462,90
464,232
466,310
468,117
470,470
472,36
474,36
476,34
478,140
480,155
482,96
484,72
486,138
488,244
490,36
492,98
494,154
496,15
498,166
500,60
502,132
504,252
506,46
508,84
510,170
512,10
514,294
516,129
518,120
520,173
522,180
524,131
526,108
528,15
530,530
532,140
534,178
536,126
538,358
540,253
542,60
544,165
546,182
548,137
550,366
552,24
554,554
556,156
558,558
560,261
562,300
564,282
566,510
568,189
570,162
572,38
574,382
576,144
578,132
580,63
582,116
584,249
586,88
588,265
590,118
592,156
594,70
596,149
598,18
600,150
602,24
604,60
606,606
608,76
610,180
612,420
614,614
616,204
618,618
620,72
622,164
624,78
626,534
628,209
630,48
632,220
634,414
636,99
638,638
640,60
642,16
644,161
646,86
648,324
650,650
652,84
654,120
656,150
658,146
660,30
662,130
664,221
666,70
668,285
670,444
672,134
674,630
676,20
678,638
680,340
682,12
684,666
686,686
688,216
690,690
692,46
694,462
696,99
698,70
700,233
702,140
704,352
706,156
708,18
710,84
712,180
714,42
716,179
718,478
720,65
722,136
724,66
726,726
728,115
730,486
732,146
734,42
736,245
738,210
740,185
742,180
744,372
746,746
748,83
750,234
752,84
754,502
756,88
758,90
760,156
762,30
764,345
766,18
768,182
770,66
772,204
774,774
776,97
778,516
780,111
782,78
784,261
786,660
788,369
790,40
792,158
794,678
796,261
798,266
800,200
802,212
804,201
806,26
808,210
810,810
812,150
814,180
816,385
818,818
820,273
822,276
824,48
826,252
828,46
830,30
832,36
834,834
836,357
838,84
840,410
842,84
844,281
846,846
848,424
850,162
852,20
854,122
856,57
858,200
860,215
862,220
864,36
866,866
868,96
870,870
872,174
874,260
876,73
878,150
880,293
882,88
884,210
886,588
888,37
890,102
892,24
894,298
896,405
898,598
900,25
902,684
904,99
906,252
908,429
910,606
912,180
914,290
916,276
918,830
920,393
922,60
924,301
926,72
928,309
930,930
932,186
934,66
936,468
938,938
940,45
942,42
944,236
946,90
948,135
950,950
952,28
954,902
956,239
958,630
960,56
962,60
964,107
966,322
968,222
970,646
972,194
974,974
976,30
978,306
980,234
982,260
984,445
986,986
988,329
990,282
992,22
994,24
996,498
998,998
1000,308
